participant,feature_index,pre_threshold_mean,pre_threshold_mode,pre_threshold_median,post_threshold_mean,post_threshold_mode,post_threshold_median,delta_threshold_mean,delta_threshold_mode,delta_threshold_median,pre_threshold_mean_last5,pre_threshold_mode_last5,pre_threshold_median_last5,post_threshold_mean_last5,post_threshold_mode_last5,post_threshold_median_last5,delta_threshold_mean_last5,delta_threshold_mode_last5,delta_threshold_median_last5,alpha_angle
501271_Utility_discrimination_2024_2cat_2025-03-14_15h23.42.123,3,0.1738759879367721,0.17,0.1670872287605077,0.1672082019209047,0.16,0.1596857799769565,0.0066677860158674,0.01,0.0074014487835512,0.3068748392099468,0.21,0.2697474589288015,-0.1087275235966145,-0.04,-0.0979437677375,0.4156023628065614,0.25,0.3676912266663015,67.5
788879_Utility_discrimination_2024_2cat_2025-03-15_15h55.58.904,3,-0.0119334012887576,-0.0099999999999999,-0.0152750959026278,0.158834693391757,0.14,0.1464224265454809,-0.1707680946805146,-0.15,-0.1616975224481087,-0.1561256637601129,-0.1099999999999999,-0.1570140478815932,0.2820942285008255,0.19,0.2514558428170578,-0.4382198922609385,-0.3,-0.408469890698651,67.5
509243_Utility_discrimination_2024_2cat_2025-03-14_00h08.13.599,3,1.0061056833550397,0.99,0.9962664691032188,1.361627228289997,1.34,1.3493716275179477,-0.3555215449349573,-0.3500000000000001,-0.3531051584147289,0.805203273340128,0.98,0.9605444845220512,0.1105898103830219,0.1,0.0936408726299661,0.6946134629571061,0.88,0.866903611892085,67.5
951473_Utility_discrimination_2024_2cat_2025-03-16_19h39.11.089,3,1.8153265256323927,1.79,1.801897485011498,1.8093380726017383,1.8,1.7998191589735753,0.0059884530306546,-0.01,0.0020783260379226,1.442692251895308,1.58,1.55790210620814,0.1009230193206937,0.1,0.0952460149447724,1.3417692325746142,1.48,1.4626560912633677,67.5
485127_Utility_discrimination_2024_2cat_2025-03-17_23h23.40.430,3,0.2833807810398689,0.27,0.2715662276857667,0.5007417676823736,0.49,0.4933488746229066,-0.2173609866425045,-0.2199999999999999,-0.2217826469371399,0.3082889073973306,0.24,0.2870283206933958,0.0281593729695202,0.1,0.0420700480827648,0.2801295344278104,0.14,0.2449582726106309,67.5
225967_Utility_discrimination_2024_2cat_2025-03-14_00h37.01.876,3,1.8684282654783109,1.85,1.8557295209546372,1.805851663929371,1.8,1.803063177961732,0.0625766015489401,0.05,0.0526663429929052,1.675468274067489,1.86,1.8574564052115643,0.1004409459303353,0.1,0.0951257445640759,1.5750273281371538,1.76,1.7623306606474882,67.5
775537_Utility_discrimination_2024_2cat_2025-03-17_14h12.46.286,3,0.1651750704646796,0.16,0.1567278959419172,0.1472035168834629,0.14,0.1392298195982328,0.0179715535812167,0.0199999999999999,0.0174980763436843,-0.1074888195779293,-0.04,-0.0961953666551892,0.4259867293797286,0.35,0.3985757188005105,-0.5334755489576579,-0.39,-0.4947710854556998,67.5
649603_Utility_discrimination_2024_2cat_2025-03-15_16h48.20.064,3,0.3419117459598211,0.33,0.3334682002865944,0.427778175687749,0.4,0.4113180294261306,-0.0858664297279279,-0.07,-0.0778498291395361,-0.0331111429165006,0.05,-0.0178350654589249,0.4738674661831357,0.41,0.4446361944742614,-0.5069786090996364,-0.36,-0.4624712599331863,67.5
516600_Utility_discrimination_2024_2cat_2025-03-12_14h14.48.442,3,0.3334254674815742,0.3,0.3123416609409954,0.942553064962988,0.95,0.9226523565163804,-0.6091275974814138,-0.6499999999999999,-0.610310695575385,0.4060545545529521,0.36,0.3936906845763479,0.0490219103290185,0.1,0.059048225656566,0.3570326442239336,0.26,0.3346424589197819,67.5
215334_Utility_discrimination_2024_2cat_2025-03-15_20h35.35.895,3,0.7499414848341199,0.71,0.7289736650442941,1.6917922527363072,1.6700000000000002,1.6783825617641468,-0.9418507679021872,-0.9600000000000002,-0.9494088967198528,0.2427977948968239,0.17,0.2191324941246853,0.1000881155337678,0.1,0.0950141189380757,0.1427096793630561,0.07,0.1241183751866095,67.5
249109_Utility_discrimination_2024_2cat_2025-03-17_10h37.42.839,3,0.7238740050550622,0.7,0.7111132589492659,0.6402820507669036,0.64,0.6430478799162087,0.0835919542881585,0.0599999999999999,0.0680653790330572,0.3472037983512649,0.31,0.3353215471726837,0.2115270664038886,0.11,0.1786337434015448,0.1356767319473762,0.2,0.1566878037711389,67.5
699892_Utility_discrimination_2024_2cat_2025-03-15_14h12.47.943,3,0.1723601173462228,0.17,0.1649219015031581,-1.2431729704131005,-1.21,-1.2288175355444804,1.415533087759323,1.38,1.3937394370476386,0.3106647131932615,0.25,0.2919216001119563,-0.0029385052332683,0.03,-0.0048990484753243,0.3136032184265298,0.22,0.2968206485872806,67.5
639188_Utility_discrimination_2024_2cat_2025-03-17_13h17.01.639,3,-0.4755635036023937,-0.44,-0.4577936665815652,0.3973988233579748,0.38,0.3835796807410794,-0.8729623269603686,-0.8200000000000001,-0.8413733473226446,-0.1248870050678573,-0.0099999999999999,-0.1206567446334312,0.5049613434526846,0.45,0.4841059537815879,-0.629848348520542,-0.4600000000000001,-0.6047626984150192,67.5
872718_Utility_discrimination_2024_2cat_2025-03-18_22h58.34.246,3,1.675600190476775,1.66,1.663635837479848,1.6073893518864977,1.58,1.5927126451918645,0.0682108385902773,0.08,0.0709231922879833,1.429207703890918,1.61,1.6086452740471455,1.6101329109655027,1.59,1.597110549618116,-0.1809252070745848,0.02,0.0115347244290295,67.5
197640_Utility_discrimination_2024_2cat_2025-03-14_12h20.24.150,3,0.2759790524021575,0.26,0.2655639786587306,0.1899816039414648,0.18,0.1818223630260446,0.0859974484606926,0.08,0.083741615632686,0.1899759883189266,0.12,0.1602562153821208,0.3527483998442108,0.26,0.3185030920660868,-0.1627724115252842,-0.14,-0.158246876683966,67.5
227467_Utility_discrimination_2024_2cat_2025-03-13_18h34.20.777,3,-0.2568934921447372,-0.23,-0.2326385740853171,0.1953308931515326,0.13,0.1625573507781021,-0.4522243852962699,-0.36,-0.3951959248634192,0.0974639764763014,0.1,0.0937665088250028,0.2996619571335975,0.23,0.273989046236831,-0.202197980657296,-0.13,-0.1802225374118282,67.5
171876_Utility_discrimination_2024_2cat_2025-03-15_10h05.58.976,3,0.0893182969476193,0.08,0.0823039671399072,0.1244908212939452,0.12,0.1166751171828749,-0.0351725243463258,-0.04,-0.0343711500429676,0.0444772160751965,0.08,0.04499941650118,0.2568077869982865,0.16,0.2271065177224185,-0.21233057092309,-0.08,-0.1821071012212384,67.5
225967_Utility_discrimination_2024_2cat_2025-03-14_09h00.29.757,3,1.4885893933800738,1.5000000000000002,1.4803619381854294,1.5856309055196285,1.57,1.5743108192044428,-0.0970415121395547,-0.0699999999999998,-0.0939488810190134,0.1023175514137801,0.1,0.095628134968059,1.0837554756609693,1.36,1.3344011604018802,-0.9814379242471892,-1.26,-1.2387730254338212,67.5
772950_Utility_discrimination_2024_2cat_2025-03-15_00h31.52.114,3,0.2356380433494214,0.22,0.2256642941604154,0.5020114683195155,0.48,0.4901304328839085,-0.266373424970094,-0.26,-0.2644661387234931,-0.0522373066491395,0.01,-0.0403348992658196,0.5772013269392183,0.52,0.5536416801505778,-0.6294386335883579,-0.51,-0.5939765794163974,67.5
838091_Utility_discrimination_2024_2cat_2025-03-13_21h26.42.203,3,0.2668568565624982,0.25,0.2571389005003232,0.2694443141319949,0.26,0.2620420761562533,-0.0025874575694966,-0.01,-0.0049031756559301,0.2943086373396424,0.26,0.2874339388506448,0.231995319973198,0.17,0.2075797535466597,0.0623133173664443,0.09,0.079854185303985,67.5
Nidhi_Shah_Utility_discrimination_2024_2cat_2025-03-19_21h14.14.065,3,2.038771905801375,2.02,2.0267018379440334,1.8257757607958176,1.81,1.8139151782104932,0.2129961450055573,0.2099999999999999,0.2127866597335399,0.1049006571447454,0.1,0.0960847128056516,0.1003622699053027,0.1,0.095101747595922,0.0045383872394427,0.0,0.0009829652097296,67.5
166849_Utility_discrimination_2024_2cat_2025-03-19_19h23.08.912,4,1.2736805672313802,1.2500000000000002,1.2602275851529017,1.6511134190815846,1.63,1.6380030459577837,-0.3774328518502043,-0.3799999999999999,-0.377775460804882,0.9212156395031376,0.96,0.9644880353094416,0.1108167951625131,0.1,0.0982484049058952,0.8103988443406243,0.86,0.8662396304035465,90.0
229150_Utility_discrimination_2024_2cat_2025-03-14_20h34.33.419,4,0.3835758305528892,0.38,0.3762590909455495,0.1781290104268438,0.17,0.1700762457800552,0.2054468201260454,0.21,0.2061828451654943,-0.0376241812061452,0.01,-0.0287442570195377,0.0408843670541059,0.05,0.0336524027686272,-0.0785085482602512,-0.0399999999999999,-0.0623966597881649,90.0
053539_Utility_discrimination_2024_2cat_2025-03-17_00h40.52.420,4,0.8119290017689313,0.76,0.7886309178952103,0.3692611315277238,0.35,0.3561831170492415,0.4426678702412076,0.41,0.4324478008459688,0.693271630020345,0.7,0.7033145495590634,0.5350336742855886,0.47,0.5089715627651125,0.1582379557347564,0.2299999999999999,0.1943429867939509,90.0
856852_Utility_discrimination_2024_2cat_2025-03-14_11h38.16.574,4,0.3620326667937829,0.36,0.3556241370937315,0.8247201140018009,0.78,0.804411046995521,-0.462687447208018,-0.42,-0.4487869099017895,0.218381485801083,0.15,0.1928490099394954,0.8371262341902018,0.8,0.8205302732250598,-0.6187447483891189,-0.65,-0.6276812632855644,90.0
059774_Utility_discrimination_2024_2cat_2025-03-18_22h04.37.229,4,0.1391631384360973,0.13,0.1300897741519222,0.183594969399059,0.17,0.1711067964798674,-0.0444318309629616,-0.04,-0.0410170223279452,0.3974773670531796,0.32,0.3698242207241239,0.0067337991209298,-0.0099999999999999,-0.0098486861908781,0.3907435679322497,0.33,0.3796729069150021,90.0
848799_Utility_discrimination_2024_2cat_2025-03-12_13h57.25.042,4,0.4421501142535265,0.3399999999999999,0.3880118728961272,0.3298274969162365,0.33,0.3234841784095322,0.1123226173372901,0.0099999999999999,0.064527694486595,0.2983312228375805,0.27,0.2900267996038119,0.3663162292558293,0.27,0.3314180598318391,-0.0679850064182487,0.0,-0.0413912602280271,90.0
664805_Utility_discrimination_2024_2cat_2025-03-14_19h38.57.391,4,0.2626848471007739,0.26,0.2557017721952412,0.4686399997091793,0.42,0.4422402614534021,-0.2059551526084054,-0.16,-0.1865384892581609,-0.0897783025866558,-0.04,-0.0855278116419369,0.4979322792156206,0.44,0.4751301379506004,-0.5877105818022765,-0.4800000000000001,-0.5606579495925375,90.0
953060_Utility_discrimination_2024_2cat_2025-03-17_16h04.09.188,4,0.168564142435406,0.16,0.1617726648205598,0.3608692588676371,0.36,0.3543558065417392,-0.192305116432231,-0.1999999999999999,-0.1925831417211794,-0.0982515051122888,-0.03,-0.0861844806759974,0.5270252494187837,0.4599999999999999,0.5016590731555278,-0.6252767545310726,-0.49,-0.5878435538315252,90.0
537791_Utility_discrimination_2024_2cat_2025-03-14_20h45.35.085,4,0.1668623921041198,0.16,0.1600166205953718,0.1886713633766214,0.18,0.1798257254706114,-0.0218089712725016,-0.0199999999999999,-0.0198091048752395,-0.081201462605257,-0.0099999999999999,-0.0674824943934978,0.4227475659047369,0.35,0.3962967746898198,-0.503949028509994,-0.36,-0.4637792690833177,90.0
501271_Utility_discrimination_2024_2cat_2025-03-14_15h23.42.123,4,0.1881768352413559,0.18,0.1810625841580131,0.1745111894899254,0.17,0.1671785131285786,0.0136656457514305,0.0099999999999999,0.0138840710294344,0.3759339271232066,0.29,0.3438034817949152,0.3699001397506498,0.28,0.3369716803123932,0.0060337873725567,0.01,0.006831801482522,90.0
788879_Utility_discrimination_2024_2cat_2025-03-15_15h55.58.904,4,0.368117811340935,0.36,0.3598215740647109,0.0302416070001306,0.03,0.0238729593271284,0.3378762043408043,0.3299999999999999,0.3359486147375825,0.5691888171262838,0.51,0.5455418626554145,-0.0297989009017857,-0.0499999999999999,-0.0459010484667581,0.5989877180280695,0.56,0.5914429111221726,90.0
509243_Utility_discrimination_2024_2cat_2025-03-14_00h08.13.599,4,1.083885955412123,1.06,1.0703240745849274,1.3270237451117246,1.31,1.314786549797596,-0.2431377896996016,-0.25,-0.2444624752126685,1.1354447761347364,1.11,1.12874503535361,0.100866904998282,0.1,0.0952627900762678,1.0345778711364544,1.01,1.0334822452773422,90.0
951473_Utility_discrimination_2024_2cat_2025-03-16_19h39.11.089,4,1.7476911171417613,1.7300000000000002,1.7365138580604436,1.862006655249538,1.84,1.8498474552389,-0.1143155381077767,-0.1099999999999998,-0.1133335971784561,0.1313183522612855,0.1,0.1070983454777746,0.0988601430048473,0.1,0.0945079696631967,0.0324582092564381,0.0,0.0125903758145779,90.0
485127_Utility_discrimination_2024_2cat_2025-03-17_23h23.40.430,4,0.266670376722062,0.25,0.2562726450476867,0.5594975360017388,0.55,0.5489214045376587,-0.2928271592796767,-0.3,-0.2926487594899719,0.2021531011767574,0.17,0.1830094304709066,0.0211530668080833,0.1,0.0369497356019253,0.181000034368674,0.07,0.1460596948689813,90.0
225967_Utility_discrimination_2024_2cat_2025-03-14_00h37.01.876,4,1.6232404459007763,1.6,1.6113966978961036,1.7313670275568005,1.7200000000000002,1.7215128187244892,-0.1081265816560239,-0.1200000000000001,-0.1101161208283856,0.1244920641305463,0.1,0.104116023617774,0.3888582227425656,0.1,0.1947565891567244,-0.2643661586120193,0.0,-0.0906405655389503,90.0
775537_Utility_discrimination_2024_2cat_2025-03-17_14h12.46.286,4,0.1150294597864407,0.11,0.108159573216067,0.2550822670586664,0.24,0.2435299947954825,-0.1400528072722257,-0.13,-0.1353704215794155,-0.1206688419312801,-0.07,-0.1121895966311272,0.3718133784224452,0.28,0.3400456102247756,-0.4924822203537253,-0.35,-0.4522352068559028,90.0
649603_Utility_discrimination_2024_2cat_2025-03-15_16h48.20.064,4,0.2703184550757964,0.26,0.2629224641012466,0.3200414856891875,0.31,0.3113647922051393,-0.0497230306133911,-0.0499999999999999,-0.0484423281038927,-0.0862181579727858,-0.03,-0.0769081558041251,0.2887597534297318,0.25,0.2800980403200093,-0.3749779114025177,-0.28,-0.3570061961241344,90.0
516600_Utility_discrimination_2024_2cat_2025-03-12_14h14.48.442,4,0.1924411594156362,0.17,0.176770006021798,1.588864494497286,1.64,1.5994921219578897,-1.3964233350816495,-1.4700000000000002,-1.4227221159360917,0.3045141068981241,0.21,0.2723385318201539,0.5066967368270576,0.28,0.4121715379321906,-0.2021826299289335,-0.07,-0.1398330061120367,90.0
215334_Utility_discrimination_2024_2cat_2025-03-15_20h35.35.895,4,0.3467778919409136,0.3399999999999999,0.3376848214667914,1.6809288695430864,1.66,1.6693517202055077,-1.3341509776021727,-1.3200000000000005,-1.331666898738716,0.560768731121707,0.52,0.5402471037750796,0.1003145100000877,0.1,0.0950759777090238,0.4604542211216192,0.42,0.4451711260660557,90.0
249109_Utility_discrimination_2024_2cat_2025-03-17_10h37.42.839,4,0.2843901354628422,0.27,0.2738417704664377,0.2544550618707413,0.25,0.2467426168823159,0.0299350735921009,0.02,0.0270991535841217,0.246537650663839,0.2,0.2257127036208817,-0.0185007503899717,0.09,-0.0004166744550603,0.2650384010538108,0.11,0.226129378075942,90.0
699892_Utility_discrimination_2024_2cat_2025-03-15_14h12.47.943,4,0.2983471631122473,0.32,0.2970889919846202,0.2879325835732767,0.25,0.2647141333800397,0.0104145795389706,0.07,0.0323748586045805,0.2156219677221152,0.14,0.1836039032035695,0.3022903837708728,0.2,0.2646726086041906,-0.0866684160487575,-0.06,-0.0810687054006211,90.0
639188_Utility_discrimination_2024_2cat_2025-03-17_13h17.01.639,4,-0.5883424056112304,-0.5900000000000001,-0.595075630328479,0.3706456560924717,0.36,0.3613558133533517,-0.958988061703702,-0.95,-0.9564314436818308,-0.155940609852776,-0.0499999999999999,-0.1725053484851133,0.5741158119262018,0.52,0.5522948041372269,-0.7300564217789778,-0.5700000000000001,-0.7248001526223402,90.0
872718_Utility_discrimination_2024_2cat_2025-03-18_22h58.34.246,4,1.7723779335455268,1.7500000000000002,1.758649581392942,1.4565252421847523,1.4400000000000002,1.444388233303723,0.3158526913607744,0.31,0.3142613480892191,0.1232258180320869,0.1,0.1008643578916432,0.1229716885371269,0.1,0.1017121186623871,0.0002541294949599,0.0,-0.0008477607707438,90.0
197640_Utility_discrimination_2024_2cat_2025-03-14_12h20.24.150,4,0.2096705153026515,0.2,0.2013430749103323,0.2251349059473836,0.21,0.2158791220772617,-0.015464390644732,-0.01,-0.0145360471669293,0.3990519541891041,0.31,0.368073499886136,0.1952503981393993,0.12,0.1633512487144334,0.2038015560497047,0.19,0.2047222511717026,90.0
227467_Utility_discrimination_2024_2cat_2025-03-13_18h34.20.777,4,-1.107706272006564,-1.14,-1.1284248769161331,-1.208090253156955,-1.22,-1.211329960117787,0.100383981150391,0.08,0.0829050832016538,-0.1878960465269331,-0.3,-0.2470491148998984,0.0278040045978966,-0.03,0.0079833526512997,-0.2157000511248297,-0.27,-0.2550324675511982,90.0
171876_Utility_discrimination_2024_2cat_2025-03-15_10h05.58.976,4,0.1512454209264372,0.14,0.1409858153331585,0.0975657236717669,0.09,0.0908242192309365,0.0536796972546703,0.05,0.0501615961022219,-0.098047885062583,-0.0199999999999999,-0.0928862192971547,0.1541611016733144,0.07,0.1211337814120285,-0.2522089867358975,-0.09,-0.2140200007091832,90.0
225967_Utility_discrimination_2024_2cat_2025-03-14_09h00.29.757,4,1.6185534598626865,1.59,1.604224994522374,1.5850376625452756,1.56,1.571194968606408,0.0335157973174109,0.03,0.0330300259159661,0.7605234855373265,1.4300000000000002,0.8675924160648804,1.4639159301477016,1.4500000000000002,1.4617356307716527,-0.7033924446103751,-0.02,-0.5941432147067723,90.0
772950_Utility_discrimination_2024_2cat_2025-03-15_00h31.52.114,4,0.1733821622231304,0.17,0.1666019109403058,0.5109006115969926,0.5,0.4996711545667006,-0.3375184493738621,-0.3299999999999999,-0.3330692436263948,0.2292757660646972,0.17,0.2038205495165376,0.5382536959514563,0.48,0.514660511124601,-0.3089779298867591,-0.3099999999999999,-0.3108399616080633,90.0
838091_Utility_discrimination_2024_2cat_2025-03-13_21h26.42.203,4,0.2476585004884646,0.24,0.2402807360383515,0.3073003382742754,0.3,0.2976833600363837,-0.0596418377858107,-0.06,-0.0574026239980322,0.238546684086015,0.18,0.2155975897484676,-0.071866420514037,0.01,-0.0571505358028976,0.310413104600052,0.1699999999999999,0.2727481255513653,90.0
Nidhi_Shah_Utility_discrimination_2024_2cat_2025-03-19_21h14.14.065,4,1.7992797744767437,1.78,1.7886224859566953,1.4718118784837508,1.4400000000000002,1.4513945987496095,0.3274678959929926,0.3399999999999998,0.3372278872070855,0.1003803671752141,0.1,0.095090815751043,0.0999987078919689,0.1,0.0949996251102415,0.0003816592832452,0.0,9.119064080154172e-05,90.0
